id,name,link
Stat1613,Платежный баланс Российской Федерации по месяцам (аналитическое представление) - 2013 г.,/vfs/statistics/credit_statistics/bop/58-bop_13.xlsx
Stat1614,Платежный баланс Российской Федерации по месяцам (аналитическое представление) - 2012 г.,/vfs/statistics/credit_statistics/bop/58-bop_12.xlsx
Stat1615,Финансовые операции частного сектора,/vfs/statistics/credit_statistics/bop/outflow.xlsx
Stat1616,,/Collection/Collection/File/45120/svod_ssd_2022_financial.xlsx
Stat1617,,/Collection/Collection/File/40962/svod_ssd_2021_financial.xlsx
Stat1618,,/Collection/Collection/File/35512/svod_ssd_2020_financial.xlsx
Stat1619,,/Collection/Collection/File/29106/svod_ssd_2019_financial.xlsx
Stat1620,,/Collection/Collection/File/20075/svod_ssd_2018_financial.xlsx
Stat1621,Обзор финансового сектора (по ограниченному кругу финансовых посредников),/vfs/statistics/credit_statistics/survey/survey_fs.xlsx
Stat1622,Обзор других финансовых организаций (по ограниченному кругу финансовых посредников),/vfs/statistics/credit_statistics/survey/survey_fi.xlsx
Stat1623,Платежный баланс Российской Федерации (аналитическое представление) - 2021 г.,/vfs/statistics/credit_statistics/bop/57-bop_21.xlsx
Stat1624,Платежный баланс Российской Федерации (аналитическое представление) - 2020 г.,/vfs/statistics/credit_statistics/bop/57-bop_20.xlsx
Stat1625,Платежный баланс Российской Федерации (аналитическое представление) - 2019 г.,/vfs/statistics/credit_statistics/bop/57-bop_19.xlsx
Stat1626,Платежный баланс Российской Федерации (аналитическое представление) - 2018 г.,/vfs/statistics/credit_statistics/bop/57-bop_18.xlsx
Stat1627,Платежный баланс Российской Федерации (аналитическое представление) - 2017 г.,/vfs/statistics/credit_statistics/bop/57-bop_17.xlsx
Stat1628,Платежный баланс Российской Федерации (аналитическое представление) - 2016 г.,/vfs/statistics/credit_statistics/bop/57-bop_16.xlsx
Stat1629,Платежный баланс Российской Федерации (аналитическое представление) - 2015 г.,/vfs/statistics/credit_statistics/bop/57-bop_15.xlsx
Stat1630,Платежный баланс Российской Федерации (аналитическое представление) - 2014 г.,/vfs/statistics/credit_statistics/bop/57-bop_14.xlsx
Stat1631,Платежный баланс Российской Федерации (аналитическое представление) - 2013 г.,/vfs/statistics/credit_statistics/bop/57-bop_13.xlsx
Stat1632,Платежный баланс Российской Федерации (аналитическое представление) - 2012 г.,/vfs/statistics/credit_statistics/bop/57-bop_12.xlsx
Stat1633,Платежный баланс Российской Федерации (аналитическое представление) - 2011 г.,/vfs/statistics/credit_statistics/bop/57-bop_11.xlsx
Stat1634,Платежный баланс Российской Федерации (аналитическое представление) - 2010 г.,/vfs/statistics/credit_statistics/bop/57-bop_10.xlsx
Stat1635,Платежный баланс Российской Федерации (аналитическое представление) - 2009 г.,/vfs/statistics/credit_statistics/bop/57-bop_09.xlsx
Stat1636,Платежный баланс Российской Федерации (аналитическое представление) - 2008 г.,/vfs/statistics/credit_statistics/bop/57-bop_08.xlsx
Stat1637,Платежный баланс Российской Федерации (аналитическое представление) - 2007 г.,/vfs/statistics/credit_statistics/bop/57-bop_07.xlsx
Stat1638,Платежный баланс Российской Федерации (аналитическое представление) - 2006 г.,/vfs/statistics/credit_statistics/bop/57-bop_06.xlsx
Stat1639,Платежный баланс Российской Федерации (аналитическое представление) - 2005 г.,/vfs/statistics/credit_statistics/bop/57-bop_05.xlsx
Stat1640,Платежный баланс Российской Федерации (аналитическое представление) - 2004 г.,/vfs/statistics/credit_statistics/bop/57-bop_04.xlsx
Stat1641,Платежный баланс Российской Федерации (аналитическое представление) - 2003 г.,/vfs/statistics/credit_statistics/bop/57-bop_03.xlsx
Stat1642,Платежный баланс Российской Федерации (аналитическое представление) - 2002 г.,/vfs/statistics/credit_statistics/bop/57-bop_02.xlsx
Stat1643,Платежный баланс Российской Федерации (аналитическое представление) - 2001 г.,/vfs/statistics/credit_statistics/bop/57-bop_01.xlsx
Stat1644,Платежный баланс Российской Федерации (аналитическое представление) - 2000 г.,/vfs/statistics/credit_statistics/bop/57-bop_00.xlsx
Stat1645,Платежный баланс Российской Федерации (аналитическое представление) - 1999 г.,/vfs/statistics/credit_statistics/bop/57-bop_99.xlsx
Stat1646,Платежный баланс Российской Федерации (аналитическое представление) - 1998 г.,/vfs/statistics/credit_statistics/bop/57-bop_98.xlsx
Stat1647,Платежный баланс Российской Федерации (аналитическое представление) - 1997 г.,/vfs/statistics/credit_statistics/bop/57-bop_97.xlsx
Stat1648,Платежный баланс Российской Федерации (аналитическое представление) - 1996 г.,/vfs/statistics/credit_statistics/bop/57-bop_96.xlsx
Stat1649,Платежный баланс Российской Федерации (аналитическое представление) - 1995 г.,/vfs/statistics/credit_statistics/bop/57-bop_95.xlsx
Stat1650,Платежный баланс Российской Федерации (аналитическое представление) - 1994 г.,/vfs/statistics/credit_statistics/bop/57-bop_94.xlsx
Stat1651,Платежный баланс Российской Федерации (аналитическое представление) - 1992-1993 гг.,/vfs/statistics/credit_statistics/bop/57-bop_92-93.xlsx
Stat1652,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2021 г.,/vfs/statistics/credit_statistics/iip/55-iip_21.xlsx
Stat1653,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2020 г.,/vfs/statistics/credit_statistics/iip/55-iip_20.xlsx
Stat1654,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2019 г.,/vfs/statistics/credit_statistics/iip/55-iip_19.xlsx
Stat1655,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2018 г.,/vfs/statistics/credit_statistics/iip/55-iip_18.xlsx
Stat1656,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2017 г.,/vfs/statistics/credit_statistics/iip/55-iip_17.xlsx
Stat1657,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2016 г.,/vfs/statistics/credit_statistics/iip/55-iip_16.xlsx
Stat1658,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2015 г.,/vfs/statistics/credit_statistics/iip/55-iip_15.xlsx
Stat1659,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2014 г.,/vfs/statistics/credit_statistics/iip/55-iip_14.xlsx
Stat1660,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2013 г.,/vfs/statistics/credit_statistics/iip/55-iip_13.xlsx
Stat1661,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2012 г.,/vfs/statistics/credit_statistics/iip/55-iip_12.xlsx
Stat1662,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2011 г.,/vfs/statistics/credit_statistics/iip/55-iip_11.xlsx
Stat1663,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2010 г.,/vfs/statistics/credit_statistics/iip/55-iip_10.xlsx
Stat1664,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2009 г.,/vfs/statistics/credit_statistics/iip/55-iip_09.xlsx
Stat1665,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2008 г.,/vfs/statistics/credit_statistics/iip/55-iip_08.xlsx
Stat1666,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2007 г.,/vfs/statistics/credit_statistics/iip/55-iip_07.xlsx
Stat1667,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2006 г.,/vfs/statistics/credit_statistics/iip/55-iip_06.xlsx
Stat1668,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2005 г.,/vfs/statistics/credit_statistics/iip/55-iip_05.xlsx
Stat1669,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2004 г.,/vfs/statistics/credit_statistics/iip/55-iip_04.xlsx
Stat1670,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2003 г.,/vfs/statistics/credit_statistics/iip/55-iip_03.xlsx
Stat1671,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2002 г.,/vfs/statistics/credit_statistics/iip/55-iip_02.xlsx
Stat1672,Международная инвестиционная позиция Российской Федерации (cтандартные компоненты) - 2001 г.,/vfs/statistics/credit_statistics/iip/55-iip_01.xlsx
Stat1673,,/Content/Document/File/71385/bp.pdf
Stat1674,,/Content/Document/File/70583/require_res.xlsx
Stat1675,Остатки по инструментам и странам-партнерам (по принципу направленности),/vfs/statistics/credit_statistics/direct_investment/16-dir_inv.xlsx
Stat1676,Остатки по инструментам и странам-партнерам (по принципу направленности),/vfs/statistics/credit_statistics/direct_investment/10-dir_inv.xlsx
Stat1677,Kонцентрация активов действующих кредитных организаций - на 01.04,/vfs/region/russ/asset_concentration_01042023.xlsx
Stat1678,Kонцентрация активов действующих кредитных организаций - на 01.03,/vfs/region/russ/asset_concentration_01032023.xlsx
Stat1679,Kонцентрация активов действующих кредитных организаций - на 01.02,/vfs/region/russ/asset_concentration_01022023.xlsx
Stat1680,Kонцентрация активов действующих кредитных организаций - на 01.02,/vfs/region/russ/asset_concentration_01022022.xlsx
Stat1681,Kонцентрация активов действующих кредитных организаций - на 01.01,/vfs/region/russ/asset_concentration_01012022.xlsx
Stat1682,Kонцентрация активов действующих кредитных организаций - на 01.12,/vfs/region/russ/asset_concentration_01122021.xlsx
Stat1683,Kонцентрация активов действующих кредитных организаций - на 01.11,/vfs/region/russ/asset_concentration_01112021.xlsx
Stat1684,Kонцентрация активов действующих кредитных организаций - на 01.10,/vfs/region/russ/asset_concentration_01102021.xlsx
Stat1685,Kонцентрация активов действующих кредитных организаций - на 01.09,/vfs/region/russ/asset_concentration_01092021.xlsx
Stat1686,Kонцентрация активов действующих кредитных организаций - на 01.08,/vfs/region/russ/asset_concentration_01082021.xlsx
Stat1687,Kонцентрация активов действующих кредитных организаций - на 01.07,/vfs/region/russ/asset_concentration_01072021.xlsx
Stat1688,Kонцентрация активов действующих кредитных организаций - на 01.06,/vfs/region/russ/asset_concentration_01062021.xlsx
Stat1689,Kонцентрация активов действующих кредитных организаций - на 01.05,/vfs/region/russ/asset_concentration_01052021.xlsx
Stat1690,Kонцентрация активов действующих кредитных организаций - на 01.04,/vfs/region/russ/asset_concentration_01042021.xlsx
Stat1691,Kонцентрация активов действующих кредитных организаций - на 01.03,/vfs/region/russ/asset_concentration_01032021.xlsx
Stat1692,Kонцентрация активов действующих кредитных организаций - на 01.02,/vfs/region/russ/asset_concentration_01022021.xlsx
Stat1693,Kонцентрация активов действующих кредитных организаций - на 01.01,/vfs/region/russ/asset_concentration_01012021.xlsx
Stat1694,Kонцентрация активов действующих кредитных организаций - на 01.12,/vfs/region/russ/asset_concentration_01122020.xlsx
Stat1695,Kонцентрация активов действующих кредитных организаций - на 01.11,/vfs/region/russ/asset_concentration_01112020.xlsx
Stat1696,Kонцентрация активов действующих кредитных организаций - на 01.10,/vfs/region/russ/asset_concentration_01102020.xlsx
Stat1697,Kонцентрация активов действующих кредитных организаций - на 01.09,/vfs/region/russ/asset_concentration_01092020.xlsx
Stat1698,Kонцентрация активов действующих кредитных организаций - на 01.08,/vfs/region/russ/asset_concentration_01082020.xlsx
Stat1699,Kонцентрация активов действующих кредитных организаций - на 01.07,/vfs/region/russ/asset_concentration_01072020.xlsx
Stat1700,Kонцентрация активов действующих кредитных организаций - на 01.06,/vfs/region/russ/asset_concentration_01062020.xlsx
Stat1701,Kонцентрация активов действующих кредитных организаций - на 01.05,/vfs/region/russ/asset_concentration_01052020.xlsx
Stat1702,Kонцентрация активов действующих кредитных организаций - на 01.04,/vfs/region/russ/asset_concentration_01042020.xlsx
Stat1703,Kонцентрация активов действующих кредитных организаций - на 01.03,/vfs/region/russ/asset_concentration_01032020.xlsx
Stat1704,Kонцентрация активов действующих кредитных организаций - на 01.02,/vfs/region/russ/asset_concentration_01022020.xlsx
Stat1705,Kонцентрация активов действующих кредитных организаций - на 01.01,/vfs/region/russ/asset_concentration_01012020.xlsx
Stat1706,Kонцентрация активов действующих кредитных организаций - на 01.12,/vfs/region/russ/asset_concentration_01122019.xlsx
Stat1707,Kонцентрация активов действующих кредитных организаций - на 01.11,/vfs/region/russ/asset_concentration_01112019.xlsx
Stat1708,Kонцентрация активов действующих кредитных организаций - на 01.10,/vfs/region/russ/asset_concentration_01102019.xlsx
Stat1709,Kонцентрация активов действующих кредитных организаций - на 01.09,/vfs/region/russ/asset_concentration_01092019.xlsx
Stat1710,Kонцентрация активов действующих кредитных организаций - на 01.08,/vfs/region/russ/asset_concentration_01082019.xlsx
Stat1711,Kонцентрация активов действующих кредитных организаций - на 01.07,/vfs/region/russ/asset_concentration_01072019.xlsx
Stat1712,Kонцентрация активов действующих кредитных организаций - на 01.06,/vfs/region/russ/asset_concentration_01062019.xlsx
Stat1713,Kонцентрация активов действующих кредитных организаций - на 01.05,/vfs/region/russ/asset_concentration_01052019.xlsx
Stat1714,"Прямые инвестиции по субъектам Российской Федерации, в которых зарегистрированы резиденты, в  процентах к ВРП",/vfs/statistics/credit_statistics/direct_investment/dir_inv_vrp.xlsx
Stat1715,,/Collection/Collection/File/43938/services_by_modes_of_supply_2022.xlsx
Stat1716,,/Collection/Collection/File/40961/services_by_modes_of_supply_2021.xlsx
Stat1717,,/Collection/Collection/File/36944/services_by_modes_of_supply_2020.xlsx
Stat1718,,/Collection/Collection/File/36943/services_by_modes_of_supply_2019.xlsx
Stat1719,"Экспорт Российской Федерации услуг, связанных с получением образования, по основным странам-партнерам - 2021 г.",/vfs/statistics/credit_statistics/trade/exports_education_21.xlsx
Stat1720,"Экспорт Российской Федерации услуг, связанных с получением образования, по основным странам-партнерам - 2020 г.",/vfs/statistics/credit_statistics/trade/exports_education_20.xlsx
Stat1721,"Экспорт Российской Федерации услуг, связанных с медицинским обслуживанием, по основным странам-партнерам  - 2021 г.",/vfs/statistics/credit_statistics/trade/exports_health_21.xlsx
Stat1722,"Экспорт Российской Федерации услуг, связанных с медицинским обслуживанием, по основным странам-партнерам  - 2020 г.",/vfs/statistics/credit_statistics/trade/exports_health_20.xlsx
Stat1723,Прямые инвестиции Российской Федерации по инструментам прямых инвестиций (по принципу активов/пассивов),/vfs/statistics/credit_statistics/direct_investment/23-dir_inv.xlsx
Stat1724,Прямые инвестиции Российской Федерации по инструментам прямых инвестиций (по принципу направленности),/vfs/statistics/credit_statistics/direct_investment/22-dir_inv.xlsx
Stat1725,Доходы от прямых инвестиций по институциональным секторам экономики в разрезе инструментов прямых инвестиций,/vfs/statistics/credit_statistics/direct_investment/70-dir_inv.xlsx
Stat1726,,/Content/Document/File/71387/Union_state_pb.pdf
Stat1727,,/Content/Document/File/71523/Union_state_pb.xlsx
Stat1728,,/Content/Document/File/71524/Belarus_pb.xlsx
Stat1729,Портфельные инвестиции из Российской Федерации за рубеж по инструментам и странам,/vfs/statistics/credit_statistics/iip/05-portfolio.xlsx
Stat1730,Портфельные инвестиции из Российской Федерации за рубеж по инструментам и странам (формат ССРД-плюс),/vfs/statistics/credit_statistics/iip/01-portfolio.xlsx
Stat1731,Портфельные инвестиции из Российской Федерации за рубеж по субъектам Российской Федерации,/vfs/statistics/credit_statistics/portf_inv/regions_portfolio.xlsx
Stat1732,,/Content/Document/File/71446/mirror_exp.xlsx
Stat1733,,/Content/Document/File/71447/mirror_imp.xlsx
Stat1734,,/Collection/Collection/File/43458/bor_balance_sheet_20221031.xlsx
Stat1735,,/Collection/Collection/File/42390/bor_balance_sheet_20220930.xlsx
Stat1736,,/Collection/Collection/File/42309/bor_balance_sheet_20220831.xlsx
Stat1737,,/Collection/Collection/File/42231/bor_balance_sheet_20220731.xlsx
Stat1738,,/Collection/Collection/File/42159/bor_balance_sheet_20220630.xlsx
Stat1739,,/Collection/Collection/File/41090/bor_balance_sheet_20220531.xlsx
Stat1740,,/Collection/Collection/File/40996/bor_balance_sheet_20220430.xlsx
Stat1741,,/Collection/Collection/File/40924/bor_balance_sheet_20220331.xlsx
Stat1742,,/Collection/Collection/File/40907/bor_balance_sheet_20220228.xlsx
Stat1743,,/Collection/Collection/File/43428/External_Trade_in_Services_2021.pdf
Stat1744,,/Collection/Collection/File/39304/External_Trade_in_Services_2020.pdf
Stat1745,,/Collection/Collection/File/31434/External_Trade_in_Services_2019.pdf
Stat1746,,/Collection/Collection/File/23728/External_Trade_in_Services_2018.pdf
Stat1747,,/Collection/Collection/File/19596/External_Trade_in_Services_2017.pdf
Stat1748,,/Collection/Collection/File/19597/External_Trade_in_Services_2016.pdf
Stat1749,,/Collection/Collection/File/19598/External_Trade_in_Services_2015.pdf
Stat1750,,/Collection/Collection/File/19599/External_Trade_in_Services_2014.pdf
Stat1751,,/Collection/Collection/File/19600/External_Trade_in_Services_2013.pdf
Stat1752,,/Collection/Collection/File/19601/External_Trade_in_Services_2012.pdf
Stat1753,,/Collection/Collection/File/19602/External_Trade_in_Services_2011.pdf
Stat1754,Остатки по странам-инвесторам в разрезе видов экономической деятельности,/vfs/statistics/credit_statistics/direct_investment/65-dir_inv.xlsx
Stat1755,Остатки по субъектам Российской Федерации в группировке по географическим и экономическим зонам,/vfs/statistics/credit_statistics/direct_investment/19-dir_inv.xlsx
Stat1756,Остатки по субъектам Российской Федерации в группировке по географическим и экономическим зонам,/vfs/statistics/credit_statistics/direct_investment/11-dir_inv.xlsx
Stat1757,Остатки по субъектам Российской Федерации в разрезе инструментов и видов экономической деятельности,/vfs/statistics/credit_statistics/direct_investment/24-dir_inv.xlsx
Stat1758,Остатки по инструментам и видам экономической деятельности в разрезе субъектов Российской Федерации,/vfs/statistics/credit_statistics/direct_investment/12-dir_inv.xlsx
Stat1759,Остатки по субъектам Российской Федерации в разрезе инструментов и стран-партнеров,/vfs/statistics/credit_statistics/direct_investment/13-dir_inv.xlsx
Stat1760,Остатки по субъектам Российской Федерации в разрезе инструментов и стран-партнеров,/vfs/statistics/credit_statistics/direct_investment/17-dir_inv.xlsx
Stat1761,Остатки по инструментам и странам-партнерам (по принципу активов/пассивов),/vfs/statistics/credit_statistics/direct_investment/dir-inv_in_country_1.xlsx
Stat1762,Остатки по инструментам и странам-партнерам (по принципу активов/пассивов),/vfs/statistics/credit_statistics/direct_investment/15-dir_inv.xlsx
Stat1763,,/Collection/Collection/File/36620/Cross-BorderOpsSurvey_2020.pdf
Stat1764,,/Collection/Collection/File/29350/Cross-BorderOpsSurvey%202019.pdf
Stat1765,,/Collection/Collection/File/23677/CrossBorder_2018.pdf
Stat1766,,/Collection/Collection/File/19611/CrossBorder_2017.pdf
Stat1767,,/Collection/Collection/File/19612/CrossBorder_2016.pdf
Stat1768,,/Collection/Collection/File/19613/CrossBorder_2015.pdf
Stat1769,,/Collection/Collection/File/19614/CrossBorder_2014.pdf
Stat1770,,/Collection/Collection/File/19615/CrossBorder_2013.pdf
Stat1771,,/Collection/Collection/File/19616/CrossBorder_2012.pdf
Stat1772,,/Collection/Collection/File/19617/CrossBorder_2011.pdf
Stat1773,,/Collection/Collection/File/19618/CrossBorder_2010.pdf
Stat1774,,/Collection/Collection/File/19619/CrossBorder_2009.pdf
Stat1775,,/Collection/Collection/File/19620/CrossBorder_2008.pdf
Stat1776,,/Collection/Collection/File/19621/CrossBorder_2006.pdf
Stat1777,Операции по географическим и экономическим зонам,/vfs/statistics/credit_statistics/direct_investment/09-dir_inv.xlsx
Stat1778,Операции по видам прямых инвестиций,/vfs/statistics/credit_statistics/direct_investment/07-dir_inv.xlsx
Stat1779,Операции по инструментам и странам-партнерам,/vfs/statistics/credit_statistics/inv_in-country.xlsx
Stat1780,Операции по инструментам и странам-партнерам,/vfs/statistics/credit_statistics/direct_investment/18-dir_inv.xls
Stat1781,Операции по видам экономической деятельности,/vfs/statistics/credit_statistics/direct_investment/08-dir_inv.xlsx
Stat1782,"Операции по субъектам, в которых зарегистрированы резиденты",/vfs/statistics/credit_statistics/direct_investment/dir-inv_reg-in.xlsx
Stat1783,"Операции по субъектам, в которых зарегистрированы резиденты",/vfs/statistics/credit_statistics/direct_investment/14-dir_inv.xlsx
Stat1784,"Внешняя задолженность корпоративного сектора Российской Федерации по займам, кредитам и депозитам, привлеченным в результате размещения нерезидентами еврооблигаций и других долговых ценных бумаг в интересах российских резидентов",/vfs/statistics/credit_statistics/debt_corp-sector.xlsx
Stat1785,Изменение активов банков и прочих секторов в наличной иностранной валюте,/vfs/statistics/credit_statistics/iip/cash.xlsx
Stat1786,,/Content/Document/File/138842/acc_indicators_11072022.xlsx
Stat1787,Прямые инвестиции Российской Федерации по секторам экономики,/vfs/statistics/credit_statistics/direct_investment/21-dir_inv.xlsx
Stat1788,Динамика иностранных активов и обязательств банковского сектора Российской Федерации,/vfs/statistics/credit_statistics/iip/50-iip.xlsx
Stat1789,Международная инвестиционная позиция банковского сектора Российской Федерации - 2021 г.,/vfs/statistics/credit_statistics/iip/51-iip_21.xlsx
Stat1790,Международная инвестиционная позиция банковского сектора Российской Федерации - 2020 г.,/vfs/statistics/credit_statistics/iip/51-iip_20.xlsx
Stat1791,Международная инвестиционная позиция банковского сектора Российской Федерации - 2019 г.,/vfs/statistics/credit_statistics/iip/51-iip_19.xlsx
Stat1792,Международная инвестиционная позиция банковского сектора Российской Федерации - 2018 г.,/vfs/statistics/credit_statistics/iip/51-iip_18.xlsx
Stat1793,Международная инвестиционная позиция банковского сектора Российской Федерации - 2017 г.,/vfs/statistics/credit_statistics/iip/51-iip_17.xlsx
Stat1794,Международная инвестиционная позиция банковского сектора Российской Федерации - 2016 г.,/vfs/statistics/credit_statistics/iip/51-iip_16.xlsx
Stat1795,Международная инвестиционная позиция банковского сектора Российской Федерации - 2015 г.,/vfs/statistics/credit_statistics/iip/51-iip_15.xlsx
Stat1796,Международная инвестиционная позиция банковского сектора Российской Федерации - 2014 г.,/vfs/statistics/credit_statistics/iip/51-iip_14.xlsx
Stat1797,Международная инвестиционная позиция банковского сектора Российской Федерации - 2013 г.,/vfs/statistics/credit_statistics/iip/51-iip_13.xlsx
Stat1798,Международная инвестиционная позиция банковского сектора Российской Федерации - 2012 г.,/vfs/statistics/credit_statistics/iip/51-iip_12.xlsx
Stat1799,Международная инвестиционная позиция банковского сектора Российской Федерации - 2011 г.,/vfs/statistics/credit_statistics/iip/51-iip_11.xlsx
Stat1800,Международная инвестиционная позиция банковского сектора Российской Федерации - 2010 г.,/vfs/statistics/credit_statistics/iip/51-iip_10.xlsx
Stat1801,Международная инвестиционная позиция банковского сектора Российской Федерации - 2009 г.,/vfs/statistics/credit_statistics/iip/51-iip_09.xlsx
Stat1802,Международная инвестиционная позиция банковского сектора Российской Федерации - 2008 г.,/vfs/statistics/credit_statistics/iip/51-iip_08.xlsx
Stat1803,Международная инвестиционная позиция банковского сектора Российской Федерации - 2007 г.,/vfs/statistics/credit_statistics/iip/51-iip_07.xlsx
Stat1804,Международная инвестиционная позиция банковского сектора Российской Федерации - 2006 г.,/vfs/statistics/credit_statistics/iip/51-iip_06.xlsx
Stat1805,Международная инвестиционная позиция банковского сектора Российской Федерации - 2005 г.,/vfs/statistics/credit_statistics/iip/51-iip_05.xlsx
Stat1806,Международная инвестиционная позиция банковского сектора Российской Федерации - 2004 г.,/vfs/statistics/credit_statistics/iip/51-iip_04.xlsx
Stat1807,Международная инвестиционная позиция банковского сектора Российской Федерации - 2003 г.,/vfs/statistics/credit_statistics/iip/51-iip_03.xlsx
Stat1808,Международная инвестиционная позиция банковского сектора Российской Федерации - 2002 г.,/vfs/statistics/credit_statistics/iip/51-iip_02.xlsx
Stat1809,Международная инвестиционная позиция банковского сектора Российской Федерации - 2001 г.,/vfs/statistics/credit_statistics/iip/51-iip_01.xlsx
Stat1810,Международная инвестиционная позиция банковского сектора Российской Федерации - 2000 г.,/vfs/statistics/credit_statistics/iip/51-iip_00.xlsx
Stat1811,Международная инвестиционная позиция банковского сектора Российской Федерации - 1999 г.,/vfs/statistics/credit_statistics/iip/51-iip_99.xlsx
Stat1812,Международная инвестиционная позиция банковского сектора Российской Федерации - 1998 г.,/vfs/statistics/credit_statistics/iip/51-iip_98.xlsx
Stat1813,Международная инвестиционная позиция банковского сектора Российской Федерации - 1997 г.,/vfs/statistics/credit_statistics/iip/51-iip_97.xlsx
Stat1814,Международная инвестиционная позиция банковского сектора Российской Федерации - 1996 г.,/vfs/statistics/credit_statistics/iip/51-iip_96.xlsx
Stat1815,Международная инвестиционная позиция банковского сектора Российской Федерации - 1995 г.,/vfs/statistics/credit_statistics/iip/51-iip_95.xlsx
Stat1816,Международная инвестиционная позиция банковского сектора Российской Федерации - 1994 г.,/vfs/statistics/credit_statistics/iip/51-iip_94.xlsx
Stat1817,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2021 г.,/vfs/statistics/CrossBorder/31-rem_21.xlsx
Stat1818,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2020 г.,/vfs/statistics/CrossBorder/31-rem_20.xlsx
Stat1819,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2019 г.,/vfs/statistics/CrossBorder/31-rem_19.xlsx
Stat1820,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2018 г.,/vfs/statistics/CrossBorder/31-rem_18.xlsx
Stat1821,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2017 г.,/vfs/statistics/CrossBorder/31-rem_17.xlsx
Stat1822,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2016 г.,/vfs/statistics/CrossBorder/31-rem_16.xlsx
Stat1823,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2015 г.,/vfs/statistics/CrossBorder/31-rem_15.xlsx
Stat1824,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2014 г.,/vfs/statistics/CrossBorder/31-rem_14.xlsx
Stat1825,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2013 г.,/vfs/statistics/CrossBorder/31-rem_13.xlsx
Stat1826,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2012 г.,/vfs/statistics/CrossBorder/31-rem_12.xlsx
Stat1827,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2011 г.,/vfs/statistics/CrossBorder/31-rem_11.xlsx
Stat1828,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2010 г.,/vfs/statistics/CrossBorder/31-rem_10.xlsx
Stat1829,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2009 г.,/vfs/statistics/CrossBorder/31-rem_09.xlsx
Stat1830,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2008 г.,/vfs/statistics/CrossBorder/31-rem_08.xlsx
Stat1831,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2007 г.,/vfs/statistics/CrossBorder/31-rem_07.xlsx
Stat1832,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2006 г.,/vfs/statistics/CrossBorder/31-rem_06.xlsx
Stat1833,Трансграничные переводы физических лиц (резидентов и нерезидентов) - 2005 г.,/vfs/statistics/CrossBorder/31-rem_05.xlsx
Stat1834,"Трансграничные переводы, осуществленные через платежные системы - 2022 г.",/vfs/statistics/CrossBorder/35-rem_22.xlsx
Stat1835,"Трансграничные переводы, осуществленные через платежные системы - 2021 г.",/vfs/statistics/CrossBorder/35-rem_21.xlsx
Stat1836,"Трансграничные переводы, осуществленные через платежные системы - 2020 г.",/vfs/statistics/CrossBorder/35-rem_20.xlsx
Stat1837,"Трансграничные переводы, осуществленные через платежные системы - 2019 г.",/vfs/statistics/CrossBorder/35-rem_19.xlsx
Stat1838,"Трансграничные переводы, осуществленные через платежные системы - 2018 г.",/vfs/statistics/CrossBorder/35-rem_18.xlsx
Stat1839,"Трансграничные переводы, осуществленные через платежные системы - 2017 г.",/vfs/statistics/CrossBorder/35-rem_17.xlsx
Stat1840,"Трансграничные переводы, осуществленные через платежные системы - 2016 г.",/vfs/statistics/CrossBorder/35-rem_16.xlsx
Stat1841,"Трансграничные переводы, осуществленные через платежные системы - 2015 г.",/vfs/statistics/CrossBorder/35-rem_15.xlsx
